sku,product,url,role,file,local_path,original_source,dimensions,bytes,alt,ownership,status,third_party,action
TBS-025,Large Burger Sleeves,/product/large-burger-sleeves/,gallery 3,Thick-Large-Burger-Sleeve.jpg,src/assets/images/Thick-Large-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,73149,Thick Large Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-026,Jumbo Burger Sleeves,/product/jumbo-burger-sleeves/,main,Custom-Jumbo-Burger-Sleeves.jpg,src/assets/images/Custom-Jumbo-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,88425,Custom Jumbo Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-026,Jumbo Burger Sleeves,/product/jumbo-burger-sleeves/,gallery 1,Jumbo-Burger-Sleeves-Packaging.jpg,src/assets/images/Jumbo-Burger-Sleeves-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,39775,Jumbo Burger Sleeves Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-026,Jumbo Burger Sleeves,/product/jumbo-burger-sleeves/,gallery 2,Custom-Jumbo-Burger-Sleeves-Packaging.jpg,src/assets/images/Custom-Jumbo-Burger-Sleeves-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,50163,Custom Jumbo Burger Sleeves Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-026,Jumbo Burger Sleeves,/product/jumbo-burger-sleeves/,gallery 3,Jumbo-Burger-Sleeves-Wholesale.jpg,src/assets/images/Jumbo-Burger-Sleeves-Wholesale.jpg,WordPress wp-content/uploads (migrated),1080x1080,60145,Jumbo Burger Sleeves Wholesale,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-027,Slider Burger Sleeves,/product/slider-burger-sleeves/,main,Bite-Size-Slider-Burger-Sleeve.jpg,src/assets/images/Bite-Size-Slider-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,119354,Bite Size Slider Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-027,Slider Burger Sleeves,/product/slider-burger-sleeves/,gallery 1,Multi-Colored-Burger-Sleeves.jpg,src/assets/images/Multi-Colored-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,91478,Multi Colored Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-028,Double Patty Burger Sleeves,/product/double-patty-burger-sleeves/,main,Heat-Resistant-Patty-Burger-Sleeves.jpg,src/assets/images/Heat-Resistant-Patty-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,481945,Heat Resistant Patty Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-028,Double Patty Burger Sleeves,/product/double-patty-burger-sleeves/,gallery 1,Custom-Double-Patty-Burger-Sleeve.jpg,src/assets/images/Custom-Double-Patty-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,367415,Custom Double Patty Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-028,Double Patty Burger Sleeves,/product/double-patty-burger-sleeves/,gallery 2,Double-Patty-Burger-Sleeves-Packaging.jpg,src/assets/images/Double-Patty-Burger-Sleeves-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,181168,Double Patty Burger Sleeves Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-028,Double Patty Burger Sleeves,/product/double-patty-burger-sleeves/,gallery 3,Paper-Double-Patty-Burger-Sleeves.jpg,src/assets/images/Paper-Double-Patty-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,259156,Paper Double Patty Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-029,Kraft Brown Burger Sleeves,/product/kraft-brown-burger-sleeves/,main,Natural-Kraft-Brown-Burger-Sleeve.jpg,src/assets/images/Natural-Kraft-Brown-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,49681,Natural Kraft Brown Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-030,White Burger Sleeves,/product/white-burger-sleeves/,main,White-Burger-Sleeve.jpg,src/assets/images/White-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,59801,White Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-031,Black Burger Sleeves,/product/black-burger-sleeves/,main,Premium-Black-Burger-Sleeve.jpg,src/assets/images/Premium-Black-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,302640,Premium Black Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-031,Black Burger Sleeves,/product/black-burger-sleeves/,gallery 1,Black-Burger-Sleeves-Packaging.jpg,src/assets/images/Black-Burger-Sleeves-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,263030,Black Burger Sleeves Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-031,Black Burger Sleeves,/product/black-burger-sleeves/,gallery 2,Black-Kraft-Burger-Sleeve.jpg,src/assets/images/Black-Kraft-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,272005,Black Kraft Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-031,Black Burger Sleeves,/product/black-burger-sleeves/,gallery 3,Custom-Printed-Black-Burger-Sleeve.jpg,src/assets/images/Custom-Printed-Black-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,298089,Custom Printed Black Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-031,Black Burger Sleeves,/product/black-burger-sleeves/,gallery 4,Glossy-Black-Burger-Sleeve.jpg,src/assets/images/Glossy-Black-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,356296,Glossy Black Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-032,Matte Finish Burger Sleeves,/product/matte-finish-burger-sleeves/,main,Black-Matte-Burger-Sleeve.jpg,src/assets/images/Black-Matte-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,44740,Black Matte Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-032,Matte Finish Burger Sleeves,/product/matte-finish-burger-sleeves/,gallery 1,Custom-Burger-Sleeve.jpg,src/assets/images/Custom-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,46003,Custom Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-032,Matte Finish Burger Sleeves,/product/matte-finish-burger-sleeves/,gallery 2,Printed-Matte-Finish-Burger-Sleeves.jpg,src/assets/images/Printed-Matte-Finish-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,77291,Printed Matte Finish Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-032,Matte Finish Burger Sleeves,/product/matte-finish-burger-sleeves/,gallery 3,Textured-Matte-Burger-Sleeve.jpg,src/assets/images/Textured-Matte-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,164302,Textured Matte Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-033,Gloss Finish Burger Sleeves,/product/gloss-finish-burger-sleeves/,main,Colored-Gloss-Burger-Sleeve.jpg,src/assets/images/Colored-Gloss-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,61235,Colored Gloss Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-033,Gloss Finish Burger Sleeves,/product/gloss-finish-burger-sleeves/,gallery 1,Gloss-Kraft-Burger-Sleeve.jpg,src/assets/images/Gloss-Kraft-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,70342,Gloss Kraft Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-033,Gloss Finish Burger Sleeves,/product/gloss-finish-burger-sleeves/,gallery 2,Logo-Printed-Gloss-Burger-Sleeve.jpg,src/assets/images/Logo-Printed-Gloss-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,76230,Logo Printed Gloss Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-034,Die Cut Burger Sleeves,/product/die-cut-burger-sleeves/,main,Die-Cut-Kraft-Burger-Sleeve.jpg,src/assets/images/Die-Cut-Kraft-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,464985,Die Cut Kraft Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-034,Die Cut Burger Sleeves,/product/die-cut-burger-sleeves/,gallery 1,Custom-Shape-Die-Cut-Burger-Sleeve.jpg,src/assets/images/Custom-Shape-Die-Cut-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,271934,Custom Shape Die Cut Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-034,Die Cut Burger Sleeves,/product/die-cut-burger-sleeves/,gallery 2,Heat-Resistant-Die-Cut-Burger-Sleeve.jpg,src/assets/images/Heat-Resistant-Die-Cut-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,655142,Heat Resistant Die Cut Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-007,Burger Sleeves,/product/burger-sleeves/,main,Branded-Burger-Sleeve.jpg,src/assets/images/Branded-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,312352,Branded Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-007,Burger Sleeves,/product/burger-sleeves/,gallery 1,Burger-Sleeves-Packaging-1.jpg,src/assets/images/Burger-Sleeves-Packaging-1.jpg,WordPress wp-content/uploads (migrated),1080x1080,240396,Burger Sleeves Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-007,Burger Sleeves,/product/burger-sleeves/,gallery 2,Custom-Burger-Sleeve-1.jpg,src/assets/images/Custom-Burger-Sleeve-1.jpg,WordPress wp-content/uploads (migrated),1080x1080,179250,Custom Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-007,Burger Sleeves,/product/burger-sleeves/,gallery 3,Kraft-Burger-Sleeve.jpg,src/assets/images/Kraft-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,193801,Kraft Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-008,Hamburger Sleeves,/product/hamburger-sleeves/,main,Hamburger-Sleeve-Packaging.jpg,src/assets/images/Hamburger-Sleeve-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,42554,Hamburger Sleeve Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-008,Hamburger Sleeves,/product/hamburger-sleeves/,gallery 1,Promotional-Hamburger-Sleeve.jpg,src/assets/images/Promotional-Hamburger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,71711,Promotional Hamburger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-009,Cheeseburger Sleeves,/product/cheeseburger-sleeves/,main,Small-Cheeseburger-Sleeve.jpg,src/assets/images/Small-Cheeseburger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,597352,Small Cheeseburger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-009,Cheeseburger Sleeves,/product/cheeseburger-sleeves/,gallery 1,Custom-Cheeseburger-Sleeves.jpg,src/assets/images/Custom-Cheeseburger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,831057,Custom Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-009,Cheeseburger Sleeves,/product/cheeseburger-sleeves/,gallery 2,Custom-Printed-Cheeseburger-Sleeve.jpg,src/assets/images/Custom-Printed-Cheeseburger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,459398,Custom Printed Cheeseburger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-009,Cheeseburger Sleeves,/product/cheeseburger-sleeves/,gallery 3,Kraft-Cheeseburger-Sleeve.jpg,src/assets/images/Kraft-Cheeseburger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,539389,Kraft Cheeseburger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-010,Fast Food Burger Sleeves,/product/fast-food-burger-sleeves/,main,Double-Patty-Fast-Food-Burger-Sleeve.jpg,src/assets/images/Double-Patty-Fast-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,255241,Double Patty Fast Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-010,Fast Food Burger Sleeves,/product/fast-food-burger-sleeves/,gallery 1,Event-Fast-Food-Burger-Sleeve.jpg,src/assets/images/Event-Fast-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,368691,Event Fast Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-010,Fast Food Burger Sleeves,/product/fast-food-burger-sleeves/,gallery 2,Food-Court-Fast-Food-Burger-Sleeves.jpg,src/assets/images/Food-Court-Fast-Food-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,210228,Food Court Fast Food Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-010,Fast Food Burger Sleeves,/product/fast-food-burger-sleeves/,gallery 3,Premium-Fast-Food-Burger-Sleeves.jpg,src/assets/images/Premium-Fast-Food-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,310924,Premium Fast Food Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-010,Fast Food Burger Sleeves,/product/fast-food-burger-sleeves/,gallery 4,Street-Fast-Food-Burger-Sleeve.jpg,src/assets/images/Street-Fast-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,574157,Street Fast Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-011,Takeaway Burger Sleeves,/product/takeaway-burger-sleeves/,main,Takeaway-Burger-Packaging.jpg,src/assets/images/Takeaway-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,43029,Takeaway Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-011,Takeaway Burger Sleeves,/product/takeaway-burger-sleeves/,gallery 1,Takeaway-Burger-Sleeves-Wholesale.jpg,src/assets/images/Takeaway-Burger-Sleeves-Wholesale.jpg,WordPress wp-content/uploads (migrated),1080x1080,58503,Takeaway Burger Sleeves Wholesale,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-012,Disposable Burger Sleeves,/product/disposable-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-013,Grease Resistant Burger Sleeves,/product/grease-resistant-burger-sleeves/,main,Custom-Grease-Resistant-Burger-Sleeves.jpg,src/assets/images/Custom-Grease-Resistant-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,49595,Custom Grease Resistant Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-013,Grease Resistant Burger Sleeves,/product/grease-resistant-burger-sleeves/,gallery 1,Grease-Resistant-Burger-Packaging.jpg,src/assets/images/Grease-Resistant-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,52799,Grease Resistant Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-013,Grease Resistant Burger Sleeves,/product/grease-resistant-burger-sleeves/,gallery 2,Grease-Resistant-Burger-Sleeves-Wholesale.jpg,src/assets/images/Grease-Resistant-Burger-Sleeves-Wholesale.jpg,WordPress wp-content/uploads (migrated),1080x1080,98821,Grease Resistant Burger Sleeves Wholesale,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-014,Food Grade Burger Sleeves,/product/food-grade-burger-sleeves/,main,Food-Grade-Hamburger-Sleeves.jpg,src/assets/images/Food-Grade-Hamburger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,48461,Burger Sleeves Usage,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-015,Custom Burger Sleeves,/product/custom-burger-sleeves/,main,Custom-Cheeseburger-Sleeves.jpg,src/assets/images/Custom-Cheeseburger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,831057,Custom Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-016,Printed Burger Sleeves,/product/printed-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-017,Branded Burger Sleeves,/product/branded-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-018,Logo Printed Burger Sleeves,/product/logo-printed-burger-sleeves/,main,Logo-Printed-Burger-Sandwich-Sleeves.jpg,src/assets/images/Logo-Printed-Burger-Sandwich-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,477188,Logo Printed Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-019,Full Color Burger Sleeves,/product/full-color-burger-sleeves/,main,Full-Color-Burger-Sleeves.jpg,src/assets/images/Full-Color-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,71632,Full Color Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-019,Full Color Burger Sleeves,/product/full-color-burger-sleeves/,gallery 1,Custom-Full-Color-Burger-Sleeves.jpg,src/assets/images/Custom-Full-Color-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,65275,Custom Full Color Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-019,Full Color Burger Sleeves,/product/full-color-burger-sleeves/,gallery 2,Full-Color-Burger-Packaging.jpg,src/assets/images/Full-Color-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,73894,Full Color Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-019,Full Color Burger Sleeves,/product/full-color-burger-sleeves/,gallery 3,Custom-Full-Color-Burger-Packaging.jpg,src/assets/images/Custom-Full-Color-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,78478,Custom Full Color Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-019,Full Color Burger Sleeves,/product/full-color-burger-sleeves/,gallery 4,Full-Color-Burger-Sleeves-Wholesale.jpg,src/assets/images/Full-Color-Burger-Sleeves-Wholesale.jpg,WordPress wp-content/uploads (migrated),1080x1080,43843,Full Color Burger Sleeves Wholesale,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-020,Black Printed Burger Sleeves,/product/black-printed-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-021,White Printed Burger Sleeves,/product/white-printed-burger-sleeves/,main,White-Printed-Burger-Sleeves.jpg,src/assets/images/White-Printed-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,56996,White Printed Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-021,White Printed Burger Sleeves,/product/white-printed-burger-sleeves/,gallery 1,Custom-White-Printed-Burger-Sleeves.jpg,src/assets/images/Custom-White-Printed-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,113259,Custom White Printed Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-021,White Printed Burger Sleeves,/product/white-printed-burger-sleeves/,gallery 2,White-Printed-Burger-Packaging.jpg,src/assets/images/White-Printed-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,40519,White Printed Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-021,White Printed Burger Sleeves,/product/white-printed-burger-sleeves/,gallery 3,Custom-White-Printed-Burger-Packaging.jpg,src/assets/images/Custom-White-Printed-Burger-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,46250,Custom White Printed Burger Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-021,White Printed Burger Sleeves,/product/white-printed-burger-sleeves/,gallery 4,White-Printed-Burger-Sleeves-Wholesale.jpg,src/assets/images/White-Printed-Burger-Sleeves-Wholesale.jpg,WordPress wp-content/uploads (migrated),1080x1080,71537,White Printed Burger Sleeves Wholesale,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-022,Minimal Design Burger Sleeves,/product/minimal-design-burger-sleeves/,main,Minimal-Design-Burger-Sleeves-Packaging.jpg,src/assets/images/Minimal-Design-Burger-Sleeves-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,69746,Burger Sleeves Combo,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-022,Minimal Design Burger Sleeves,/product/minimal-design-burger-sleeves/,gallery 1,Minimal-Design-Burger-Sleeve-For-Restaurants.jpg,src/assets/images/Minimal-Design-Burger-Sleeve-For-Restaurants.jpg,WordPress wp-content/uploads (migrated),1080x1080,69080,Minimal Design Burger Sleeve For Restaurants,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-022,Minimal Design Burger Sleeves,/product/minimal-design-burger-sleeves/,gallery 2,Paper-Minimal-Design-Burger-Sleeve.jpg,src/assets/images/Paper-Minimal-Design-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,44529,Paper Minimal Design Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-035,Restaurant Burger Sleeves,/product/restaurant-burger-sleeves/,main,Fast-Food-Restaurant-Burger-Sleeves.jpg,src/assets/images/Fast-Food-Restaurant-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,137485,Burger Sleeves Styles,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-035,Restaurant Burger Sleeves,/product/restaurant-burger-sleeves/,gallery 1,Paper-Restaurant-Burger-Sleeves.jpg,src/assets/images/Paper-Restaurant-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,97254,Paper Restaurant Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-036,Food Truck Burger Sleeves,/product/food-truck-burger-sleeves/,main,Food-Truck-Burger-Sleeve.jpg,src/assets/images/Food-Truck-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,61386,Food Truck Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-036,Food Truck Burger Sleeves,/product/food-truck-burger-sleeves/,gallery 1,Food-Truck-Burger-Sleeve-Packaging.jpg,src/assets/images/Food-Truck-Burger-Sleeve-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,70026,Food Truck Burger Sleeve Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-036,Food Truck Burger Sleeves,/product/food-truck-burger-sleeves/,gallery 2,Food-Truck-Burger-Sleeves-For-Events.jpg,src/assets/images/Food-Truck-Burger-Sleeves-For-Events.jpg,WordPress wp-content/uploads (migrated),1080x1080,45978,Food Truck Burger Sleeves For Events,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-036,Food Truck Burger Sleeves,/product/food-truck-burger-sleeves/,gallery 3,Premium-Food-Truck-Burger-Sleeve.jpg,src/assets/images/Premium-Food-Truck-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,135252,Premium Food Truck Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-036,Food Truck Burger Sleeves,/product/food-truck-burger-sleeves/,gallery 4,Street-Food-Truck-Burger-Sleeve.jpg,src/assets/images/Street-Food-Truck-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,112962,Street Food Truck Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-037,Cafe Burger Sleeves,/product/cafe-burger-sleeves/,main,Matte-Cafe-Burger-Sleeve.jpg,src/assets/images/Matte-Cafe-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,416882,Matte Cafe Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-037,Cafe Burger Sleeves,/product/cafe-burger-sleeves/,gallery 1,Cafe-Burger-Sleeve-With-Logo.jpg,src/assets/images/Cafe-Burger-Sleeve-With-Logo.jpg,WordPress wp-content/uploads (migrated),1080x1080,392066,Cafe Burger Sleeve With Logo,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-037,Cafe Burger Sleeves,/product/cafe-burger-sleeves/,gallery 2,Custom-Printed-Cafe-Burger-Sleeve.jpg,src/assets/images/Custom-Printed-Cafe-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,365880,Custom Printed Cafe Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-037,Cafe Burger Sleeves,/product/cafe-burger-sleeves/,gallery 3,Eco-Friendly-Cafe-Burger-Sleeve.jpg,src/assets/images/Eco-Friendly-Cafe-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,368421,Burger sleeve served at a cafe table,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-037,Cafe Burger Sleeves,/product/cafe-burger-sleeves/,gallery 4,Heat-Resistant-Cafe-Burger-Sleeve.jpg,src/assets/images/Heat-Resistant-Cafe-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,381908,Heat Resistant Cafe Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-038,Street Food Burger Sleeves,/product/street-food-burger-sleeves/,main,Festival-Street-Food-Burger-Sleeve.jpg,src/assets/images/Festival-Street-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,52610,Festival Street Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-038,Street Food Burger Sleeves,/product/street-food-burger-sleeves/,gallery 1,Premium-Street-Food-Burger-Sleeve.jpg,src/assets/images/Premium-Street-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,131634,Premium Street Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-038,Street Food Burger Sleeves,/product/street-food-burger-sleeves/,gallery 2,Printed-Street-Food-Burger-Sleeve.jpg,src/assets/images/Printed-Street-Food-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,108016,Printed Street Food Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-039,Promotional Burger Sleeves,/product/promotional-burger-sleeves/,main,Seasonal-Promotional-Burger-Sleeves.jpg,src/assets/images/Seasonal-Promotional-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,80558,Seasonal Promotional Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
