url,path,type,http_status,in_sitemap,robots,title,title_length,meta_description,description_length,canonical,h1,h2_count,h3_count,image_count,internal_links,jsonld_types,faq_count
https://theburgersleeves.com/product/small-burger-sleeves/,/product/small-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Sliders Packaging Sleeves | Small Burger Sleeves | TBS,54,Small burger sleeves for mini burgers and sliders with neat grip control and clean tray presentation for sampler menus and events. Free design and shipping.,156,https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,10,22,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/street-food-burger-sleeves/,/product/street-food-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Street Food Burger Sleeves | Busy Counters | The Burger Sleeves,63,"Street food burger sleeves for outdoor service with quick fit, clean grip, and grease control, plus custom artwork support and free shipping.",141,https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,10,21,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/takeaway-burger-sleeves/,/product/takeaway-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Takeaway Burger Sleeves | On The Go | The Burger Sleeves,56,"Get a quick quote for takeaway burger sleeves built for easy carry with secure grip, oil control, and labeling space, plus free shipping.",137,https://theburgersleeves.com/product/takeaway-burger-sleeves/,Takeaway Burger Sleeves,8,19,16,46,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/white-burger-sleeves/,/product/white-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",White Burger Sleeves | Sharp Logo Print | The Burger Sleeves,60,Free design support for white burger sleeves built for crisp logo print and neat presentation. Request a custom quote and free shipping.,136,https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves,8,19,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/white-printed-burger-sleeves/,/product/white-printed-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",White Printed Burger Sleeves | Clean Look Burger Sleeves | TBS,62,"White printed burger sleeves for clean, bright presentation and strong contrast printing. Paper or barrier options flat packs.",126,https://theburgersleeves.com/product/white-printed-burger-sleeves/,White Printed Burger Sleeves,8,19,16,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/refund_returns/,/refund_returns/,policy,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Refund and Returns Policy - The Burger Sleeves,46,"When refunds or replacements apply to custom and stock burger sleeve orders, and how to report a problem with a delivery.",121,https://theburgersleeves.com/refund_returns/,Refund and Returns Policy,11,0,2,36,Organization PostalAddress WebSite BreadcrumbList ListItem,0
https://theburgersleeves.com/shipping-policy/,/shipping-policy/,policy,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Shipping Policy - The Burger Sleeves,36,"Order processing times, worldwide delivery, tracking and what to do if a burger sleeve shipment is delayed or damaged.",118,https://theburgersleeves.com/shipping-policy/,Shipping Policy,13,0,2,36,Organization PostalAddress WebSite BreadcrumbList ListItem,0
https://theburgersleeves.com/shop/,/shop/,shop-archive,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Shop - The Burger Sleeves,25,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",119,https://theburgersleeves.com/shop/,Shop,19,0,18,50,Organization PostalAddress WebSite BreadcrumbList ListItem ItemList,0
https://theburgersleeves.com/shop/page/2/,/shop/page/2/,shop-archive,200,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Shop - Page 2 of 3 - The Burger Sleeves,39,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",119,https://theburgersleeves.com/shop/page/2/,Shop,19,0,18,46,Organization PostalAddress WebSite BreadcrumbList ListItem ItemList,0
https://theburgersleeves.com/shop/page/3/,/shop/page/3/,shop-archive,200,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Shop - Page 3 of 3 - The Burger Sleeves,39,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",119,https://theburgersleeves.com/shop/page/3/,Shop,15,0,14,44,Organization PostalAddress WebSite BreadcrumbList ListItem ItemList,0
https://theburgersleeves.com/terms-and-conditions/,/terms-and-conditions/,policy,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Terms and Conditions - The Burger Sleeves,41,The terms that apply when you order custom burger sleeve packaging from The Burger Sleeves or use this website.,111,https://theburgersleeves.com/terms-and-conditions/,Terms and Conditions,17,0,2,36,Organization PostalAddress WebSite BreadcrumbList ListItem,0
https://theburgersleeves.com/thank-you/,/thank-you/,page,200,no,"noindex, nofollow",Thank You - The Burger Sleeves,30,Your message has been delivered to our sales department.,56,https://theburgersleeves.com/thank-you/,Thank You,3,0,2,37,,0
